threadID,sectionID,event,val,ts,ticket
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464429345594,30
id_139848252876608,NO_INFO,SIGNAL,1,1571330464429440619,31
id_139848252876608,NO_INFO,WAIT,0,1571330464429495511,32
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464429595853,33
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464429718886,34
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464429945376,35
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464429992318,36
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464430019111,37
id_139848252876608,NO_INFO,SIGNAL,1,1571330464430060970,38
id_139848252876608,NO_INFO,WAIT,0,1571330464430099518,39
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464430171110,40
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464430233070,41
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464430346118,42
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464430391803,43
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464430416845,44
id_139848252876608,NO_INFO,SIGNAL,1,1571330464430458318,45
id_139848252876608,NO_INFO,WAIT,0,1571330464430513374,46
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464430544070,47
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464430584312,48
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464432486903,49
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464432548858,50
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464432578061,51
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464433398945,52
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464433454028,53
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464433479603,54
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464441428075,55
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464441520945,56
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464441601833,57
id_139848252876608,NO_INFO,SIGNAL,1,1571330464441659333,58
id_139848252876608,NO_INFO,WAIT,0,1571330464441719475,59
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464441745051,60
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464441770208,61
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464452290213,62
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464452386706,63
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464452415665,64
id_139848252876608,NO_INFO,SIGNAL,1,1571330464452468240,65
id_139848252876608,NO_INFO,WAIT,0,1571330464452546590,66
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464452594665,67
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464452614325,68
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464471646229,69
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464471696672,70
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464471704984,71
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464471713940,72
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464478798889,73
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464478832112,74
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464478844954,75
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464478854624,76
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464483590014,77
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464483623335,78
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464483633210,79
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464485667466,80
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464485715281,81
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464485724251,82
id_139848252876608,NO_INFO,SIGNAL,1,1571330464485744268,83
id_139848252876608,NO_INFO,WAIT,0,1571330464485793417,84
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464485817162,85
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464485826727,86
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464486580132,87
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464486605884,88
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464486614322,89
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464486622723,90
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464504039281,91
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464504073906,92
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464504083303,93
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464504093131,94
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464505769458,95
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464505794152,96
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464505802614,97
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464505810997,98
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464512971332,99
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464513021686,100
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464513034550,101
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464513047537,102
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464513282228,103
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464513319453,104
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464513335151,105
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464514066485,106
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464514123902,107
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464514139631,108
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464520763444,109
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464520851261,110
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464520866474,111
id_139848252876608,NO_INFO,SIGNAL,1,1571330464520920774,112
id_139848252876608,NO_INFO,WAIT,0,1571330464520970874,113
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464521057841,114
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464521092566,115
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464523017615,116
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464523060742,117
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464523077714,118
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464526911334,119
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464527004501,120
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464527034209,121
id_139848252876608,NO_INFO,SIGNAL,1,1571330464527156319,122
id_139848252876608,NO_INFO,WAIT,0,1571330464527202703,123
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464527269701,124
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464527314694,125
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464527368935,126
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464527406593,127
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464527419636,128
id_139848252876608,NO_INFO,SIGNAL,1,1571330464527448736,129
id_139848252876608,NO_INFO,WAIT,0,1571330464527533403,130
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464527581501,131
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464527601160,132
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464529507769,133
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464529611546,134
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464529638321,135
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464537073826,136
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464537144207,137
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464537170021,138
id_139848252876608,NO_INFO,SIGNAL,1,1571330464537216021,139
id_139848252876608,NO_INFO,WAIT,0,1571330464537266492,140
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464537332749,141
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464537371517,142
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464542318962,143
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464542383235,144
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464542407287,145
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464542433062,146
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464542752541,147
id_139848252876608,enqueue,BEGIN_FUNC_PROC,1,1571330464542814946,148
id_139848252876608,enqueue,END_FUNC_PROC,2,1571330464542841412,149
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464542868852,150
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464544167738,151
id_139848252876608,firstR,BEGIN_FUNC_PROC,2,1571330464544224445,152
id_139848252876608,firstR,END_FUNC_PROC,1,1571330464544247871,153
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464544272070,154
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464554917959,155
id_139848252876608,enqueue,BEGIN_FUNC_PROC,1,1571330464554973575,156
id_139848252876608,enqueue,END_FUNC_PROC,2,1571330464554988650,157
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464555003943,158
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464569078618,159
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464569113251,160
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464569121360,161
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464569129944,162
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464574229413,163
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464574276080,164
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464574288957,165
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464574299312,166
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464586500807,167
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464586539015,168
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464586547147,169
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464586555890,170
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464591599613,171
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464591633400,172
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464591642475,173
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464591652219,174
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464595555216,175
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464595581133,176
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464595589569,177
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464595598146,178
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464597172168,179
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464597199178,180
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464597207973,181
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464597216376,182
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464598363241,183
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464598397043,184
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464598405576,185
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464598414241,186
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464604331960,187
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464604375746,188
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464604390479,189
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464604405168,190
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464613429076,191
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464613509059,192
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464613596930,193
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464613635080,194
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464620814435,195
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464620880730,196
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464620901871,197
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464620922895,198
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464624581714,199
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464624645540,200
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464624665207,201
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464624684089,202
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464625769646,203
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464625818628,204
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464625839138,205
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464625858774,206
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464626847990,207
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464626885886,208
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464626897907,209
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464626910827,210
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464628526182,211
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464628573473,212
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464628594092,213
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464628615783,214
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464629595617,215
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464629636044,216
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464629648658,217
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464629661440,218
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464651423095,219
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464651443318,220
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464651447466,221
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464651451943,222
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464655708346,223
id_139848252876608,firstR,BEGIN_FUNC_PROC,2,1571330464655726072,224
id_139848252876608,firstR,END_FUNC_PROC,1,1571330464655729501,225
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464655733136,226
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464667640480,227
id_139848252876608,enqueue,BEGIN_FUNC_PROC,1,1571330464667668975,228
id_139848252876608,enqueue,END_FUNC_PROC,2,1571330464667673258,229
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464667678208,230
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464668761402,231
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464668786432,232
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464668789220,233
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464668792121,234
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464670026093,235
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464670038306,236
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464670041039,237
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464670043994,238
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464680752925,239
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464680773539,240
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464680779028,241
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464680784428,242
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464681291152,243
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464681302001,244
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464681305087,245
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464681307920,246
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464686027814,247
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464686049380,248
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464686054671,249
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464686059823,250
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464687991751,251
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464688030679,252
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464688035462,253
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464688039556,254
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464691809571,255
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464691825168,256
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464691827693,257
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464691830567,258
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464700786179,259
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464700802745,260
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464700805340,261
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464700808413,262
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464704197558,263
id_139848252876608,enqueue,BEGIN_FUNC_PROC,4,1571330464704218910,264
id_139848252876608,enqueue,END_FUNC_PROC,5,1571330464704225105,265
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464704230877,266
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464718212654,267
id_139848252876608,firstR,BEGIN_FUNC_PROC,5,1571330464718229704,268
id_139848252876608,firstR,END_FUNC_PROC,4,1571330464718232711,269
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464718236166,270
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464720114552,271
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464720130544,272
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464720133357,273
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464720136420,274
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464721802640,275
id_139848252876608,firstR,BEGIN_FUNC_PROC,3,1571330464721816568,276
id_139848252876608,firstR,END_FUNC_PROC,2,1571330464721819317,277
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464721822174,278
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464731282636,279
id_139848252876608,firstR,BEGIN_FUNC_PROC,2,1571330464731301213,280
id_139848252876608,firstR,END_FUNC_PROC,1,1571330464731305095,281
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464731309260,282
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464732941279,283
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464732953098,284
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464732963062,285
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464732972308,286
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464733945995,287
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464733959220,288
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464733962761,289
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464733966416,290
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464750564328,291
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464750619296,292
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464750635555,293
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464750652610,294
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464750911719,295
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464750964870,296
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464750987701,297
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464751009677,298
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464757974225,299
id_139848252876608,firstR,BEGIN_FUNC_PROC,1,1571330464758023649,300
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464758035950,301
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464758048912,302
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464771425197,303
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464771480349,304
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464771498272,305
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464771839530,306
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464771882739,307
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464771899966,308
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464778497041,309
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464778544120,310
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464778558329,311
id_139848252876608,NO_INFO,SIGNAL,1,1571330464778596119,312
id_139848252876608,NO_INFO,WAIT,0,1571330464778686112,313
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464778751329,314
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464778784179,315
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464779115246,316
id_139848252876608,firstR,BEGIN_FUNC_PROC,0,1571330464779149194,317
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464779164286,318
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464787972442,319
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464788041741,320
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464788068184,321
id_139848252876608,NO_INFO,SIGNAL,1,1571330464788131592,322
id_139848252876608,NO_INFO,WAIT,0,1571330464788215482,323
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464788290216,324
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464788328309,325
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464794419679,326
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464794471704,327
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464794486405,328
id_139848252876608,NO_INFO,SIGNAL,1,1571330464794523525,329
id_139848252876608,NO_INFO,WAIT,0,1571330464794561088,330
id_139848252876608,firstR,END_FUNC_PROC,0,1571330464794599296,331
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464794615855,332
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464827176169,333
id_139848252876608,enqueue,BEGIN_FUNC_PROC,0,1571330464827249174,334
id_139848252876608,enqueue,END_FUNC_PROC,1,1571330464827264364,335
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464827280041,336
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464835741838,337
id_139848252876608,enqueue,BEGIN_FUNC_PROC,1,1571330464835813988,338
id_139848252876608,enqueue,END_FUNC_PROC,2,1571330464835841825,339
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464835869341,340
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464864356103,341
id_139848252876608,enqueue,BEGIN_FUNC_PROC,2,1571330464864412080,342
id_139848252876608,enqueue,END_FUNC_PROC,3,1571330464864428363,343
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464864445862,344
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464867657957,345
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464867725607,346
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464867749038,347
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464867773390,348
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464873841169,349
id_139848252876608,firstR,BEGIN_FUNC_PROC,4,1571330464873888519,350
id_139848252876608,firstR,END_FUNC_PROC,3,1571330464873903259,351
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464873918377,352
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464903097574,353
id_139848252876608,enqueue,BEGIN_FUNC_PROC,3,1571330464903152653,354
id_139848252876608,enqueue,END_FUNC_PROC,4,1571330464903173501,355
